"id","accession number","title","who","image"
242424,"74.51.2874","Limestone head of a bearded male with a plain headdress",,"http://images.metmuseum.org/CRDImages/gr/original/DP208991.jpg"
242567,"74.51.3133","Gold earring with head of a bull",,"http://images.metmuseum.org/CRDImages/gr/original/DP121262.jpg"
242693,"74.51.3260","Pendant in the form of Hathor's head",,"http://images.metmuseum.org/CRDImages/gr/original/sp74513260.jpg"
242765,"74.51.3331","Gold finial ending in a lion's head",,"http://images.metmuseum.org/CRDImages/gr/original/DP135985.jpg"
242800,"74.51.3367","Gold and copper alloy spiral with lion-head terminal",,"http://images.metmuseum.org/CRDImages/gr/original/GR566.jpg"
242836,"74.51.3402","Gold, beryl, and garnet earring with head of a doplhin",,"http://images.metmuseum.org/CRDImages/gr/original/GR571.jpg"
242874,"74.51.3439","Gold earring with head of a lion",,"http://images.metmuseum.org/CRDImages/gr/original/sf74513439.jpg"
242875,"74.51.3440","Gold earring with head of a lion",,"http://images.metmuseum.org/CRDImages/gr/original/sf74513440.jpg"
242916,"74.51.3481","Gold earring with head of an antelope",,"http://images.metmuseum.org/CRDImages/gr/original/sf74513481.jpg"
242995,"74.51.3558","Gold and copper alloy bracelet with lion-head finials",,"http://images.metmuseum.org/CRDImages/gr/original/DP141966.jpg"
243441,"74.51.4028","Glass pendant in the form of a youthful head with negroid features",,"http://images.metmuseum.org/CRDImages/gr/original/sf74514028.jpg"
243445,"74.51.4032","Gold hoop with glass pendant in the form of a youthful head with negroid features",,"http://images.metmuseum.org/CRDImages/gr/original/sf74514032.jpg"
243451,"74.51.4038","Glass head pendant",,"http://images.metmuseum.org/CRDImages/gr/original/DP121314.jpg"
243760,"74.51.4492","Faience amulet in the form of a lion-headed deity",,"http://images.metmuseum.org/CRDImages/gr/original/DP121824.jpg"
243889,"74.51.5010","Chlorite pendant in the form of the head of an African (known as Ethiopian)",,"http://images.metmuseum.org/CRDImages/gr/original/DP121849.jpg"
244073,"74.51.5193","Bone pin",,"http://images.metmuseum.org/CRDImages/gr/original/DP121078.jpg"
244498,"74.51.5619","Bronze bull's head",,"http://images.metmuseum.org/CRDImages/gr/original/DP20106.jpg"
244499,"74.51.5620","Bronze bull's head",,"http://images.metmuseum.org/CRDImages/gr/original/DP20105.jpg"
244828,"75.2.22","Terracotta squat lekythos (oil flask)",,"http://images.metmuseum.org/CRDImages/gr/original/DP117172.jpg"
244965,"81.6.94","Carnelian intaglio",,"http://images.metmuseum.org/CRDImages/gr/original/DP109260.jpg"
245307,"81.10.151","Glass head pendant",,"http://images.metmuseum.org/CRDImages/gr/original/DP121093.jpg"
245375,"81.10.223","Glass double head-shaped jug",,"http://images.metmuseum.org/CRDImages/gr/original/DP107005.jpg"
245387,"81.10.235","Glass double head-shaped bottle",,"http://images.metmuseum.org/CRDImages/gr/original/DP117537.jpg"
245497,"86.16.8","Head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP261238.jpg"
245744,"91.1.1357","Glass double head-shaped flask",,"http://images.metmuseum.org/CRDImages/gr/original/DP107639.jpg"
246138,"96.9.50a, b","Terracotta canopic urn",,"http://images.metmuseum.org/CRDImages/gr/original/DP250469.jpg"
246304,"96.9.292","Statuette of a man wearing a mantle over head",,"http://images.metmuseum.org/CRDImages/gr/original/DP20161.jpg"
246569,"96.18.50","Terracotta kylix: eye-cup (drinking cup)",,"http://images.metmuseum.org/CRDImages/gr/original/DP115823.jpg"
246650,"96.18.154","Terracotta antefix (roof tile) with head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP2044.jpg"
246653,"96.18.157","Terracotta antefix (roof tile) with female head",,"http://images.metmuseum.org/CRDImages/gr/original/DP251363.jpg"
246654,"96.18.158","Terracotta antefix (roof tile) with head of a maenad",,"http://images.metmuseum.org/CRDImages/gr/original/DP251364.jpg"
246656,"96.18.160","Terracotta antefix (roof tile) with head of a satyr",,"http://images.metmuseum.org/CRDImages/gr/original/DP251366.jpg"
246668,"96.18.173","Terracotta head of a youth",,"http://images.metmuseum.org/CRDImages/gr/original/DP254648.jpg"
246741,"98.8.29","Terracotta relief plaque with head of Medusa",,"http://images.metmuseum.org/CRDImages/gr/original/DP229134.jpg"
246985,"03.12.2","Marble head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/115982.jpg"
246988,"03.12.5","Head of marble colossal female statue",,"http://images.metmuseum.org/CRDImages/gr/original/152705.jpg"
246995,"03.12.10b","Head of a marble statue of Apollo",,"http://images.metmuseum.org/CRDImages/gr/original/sf031210b.jpg"
247117,"05.30","Bronze statue of the emperor Trebonianus Gallus",,"http://images.metmuseum.org/CRDImages/gr/original/DP138716.jpg"
247205,"06.1021.32a, b","Terracotta pyxis with lid (box)",,"http://images.metmuseum.org/CRDImages/gr/original/DP119912.jpg"
247217,"06.1021.45","Oinochoe in the form of a woman's head",,"http://images.metmuseum.org/CRDImages/gr/original/DP1283.jpg"
247267,"06.1021.101","Terracotta column-krater (bowl for mixing wine and water)",,"http://images.metmuseum.org/CRDImages/gr/original/DP218570.jpg"
247365,"06.1021.202","Terracotta oinochoe: chous (jug)",,"http://images.metmuseum.org/CRDImages/gr/original/DP117199.jpg"
247367,"06.1021.204","Terracotta vase with janiform heads",,"http://images.metmuseum.org/CRDImages/gr/original/DP252115.jpg"
247546,"06.1128","Silvered bronze roundel with satyr head (one of a pair)",,"http://images.metmuseum.org/CRDImages/gr/original/DP20414.jpg"
247991,"07.286.113","Marble portrait of a veiled man",,"http://images.metmuseum.org/CRDImages/gr/original/DP202802.jpg"
247993,"07.286.115","Marble portrait of the emperor Augustus",,"http://images.metmuseum.org/CRDImages/gr/original/DT298.jpg"
248001,"07.286.125","Chalcedony portrait bust of a young woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP155535.jpg"
248139,"09.221.2","Marble grave relief with two portrait busts",,"http://images.metmuseum.org/CRDImages/gr/original/DP143310.jpg"
248144,"09.221.7","Marble head of a man wearing a laurel wreath",,"http://images.metmuseum.org/CRDImages/gr/original/DP147258.jpg"
248229,"10.130.1400","Cobalt-blue glass cameo",,"http://images.metmuseum.org/CRDImages/gr/original/DP143781.jpg"
248311,"10.210.23","Marble head of a youth",,"http://images.metmuseum.org/CRDImages/gr/original/DP271313.jpg"
248337,"10.210.50","Terracotta head of a woman wearing a high headdress",,"http://images.metmuseum.org/CRDImages/gr/original/DP114301.jpg"
248351,"10.210.64","Terracotta head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP114304.jpg"
248389,"10.210.102","Terracotta head of a man",,"http://images.metmuseum.org/CRDImages/gr/original/DP114311.jpg"
248393,"10.210.106","Terracotta head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP114314.jpg"
248401,"10.210.114","Terracotta fragment of a male figure",,"http://images.metmuseum.org/CRDImages/gr/original/DP114317.jpg"
248436,"10.210.149","Terracotta head of a man",,"http://images.metmuseum.org/CRDImages/gr/original/DP114325.jpg"
248444,"10.210.157","Terracotta head of a youth",,"http://images.metmuseum.org/CRDImages/gr/original/DP114333.jpg"
248585,"11.212.4","Marble head of a young woman, perhaps a muse",,"http://images.metmuseum.org/CRDImages/gr/original/DP166240.jpg"
248642,"12.157","Marble head of Athena",,"http://images.metmuseum.org/CRDImages/gr/original/DP119212.jpg"
248680,"12.229.11","Fragment of a terracotta bell-krater (bowl for mixing wine and water)","Polygnotos Group","http://images.metmuseum.org/CRDImages/gr/original/DP115802.jpg"
248699,"12.232.1","Marble head of a baby",,"http://images.metmuseum.org/CRDImages/gr/original/139102.jpg"
248703,"12.232.5","Marble head of a boy",,"http://images.metmuseum.org/CRDImages/gr/original/DP271322.jpg"
248714,"12.232.15","Fragmentary terracotta statuette of a woman with a kithara",,"http://images.metmuseum.org/CRDImages/gr/original/DP122061.jpg"
248741,"13.115.2","Marble portrait bust of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/17238.jpg"
248898,"14.130.8","Marble pediment of a funerary altar",,"http://images.metmuseum.org/CRDImages/gr/original/DP138726.jpg"
249005,"15.43.253","Glass head-shaped flask",,"http://images.metmuseum.org/CRDImages/gr/original/DP224738.jpg"
249051,"15.145","Marble portrait of a man",,"http://images.metmuseum.org/CRDImages/gr/original/DP123871.jpg"
249052,"15.146","Marble head of a girl from a small statue",,"http://images.metmuseum.org/CRDImages/gr/original/DP271367.jpg"
249091,"16.141","Terracotta statue of a young woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP119671.jpg"
249157,"16.174.46","Bronze fitting decorated with a bust of Neptune",,"http://images.metmuseum.org/CRDImages/gr/original/DP124614.jpg"
249223,"17.190.2067","Carved amber bow of a fibula (safety pin)",,"http://images.metmuseum.org/CRDImages/gr/original/DP109258.jpg"
249228,"17.190.2072","Bronze man and centaur",,"http://images.metmuseum.org/CRDImages/gr/original/DT259.jpg"
249273,"17.194.28","Glass ring stone",,"http://images.metmuseum.org/CRDImages/gr/original/DP111333.jpg"
249596,"17.194.360","Cameo glass fragment",,"http://images.metmuseum.org/CRDImages/gr/original/DP155135.jpg"
249609,"17.194.373","Cameo glass cup fragment",,"http://images.metmuseum.org/CRDImages/gr/original/DP140697.jpg"
250655,"17.230.131","Marble head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP114257.jpg"
250686,"18.145.21","Bronze appliqué in the form of a bust of a barbarian",,"http://images.metmuseum.org/CRDImages/gr/original/DP20577.jpg"
250744,"19.192.11","Marble head of a youth",,"http://images.metmuseum.org/CRDImages/gr/original/DP116939.jpg"
250789,"19.192.56","Bronze attachment with satyr head",,"http://images.metmuseum.org/CRDImages/gr/original/DP248169.jpg"
250801,"19.192.68","Marble statuette head of a youth",,"http://images.metmuseum.org/CRDImages/gr/original/151898.jpg"
250904,"19.192.90","Fragmentary  porphyry  head of a bearded man",,"http://images.metmuseum.org/CRDImages/gr/original/DP202796.jpg"
250968,"20.215","Terracotta gorgoneion antefix (roof tile)",,"http://images.metmuseum.org/CRDImages/gr/original/DP233548.jpg"
250985,"20.236","Gold double lion's head earring",,"http://images.metmuseum.org/CRDImages/gr/original/sf20236.jpg"
251021,"21.72","Glass double head-shaped bottle",,"http://images.metmuseum.org/CRDImages/gr/original/DP107356.jpg"
251037,"21.88.11","Marble bust of a man",,"http://images.metmuseum.org/CRDImages/gr/original/DP202797.jpg"
251042,"21.88.16","Marble head of a kouros (youth)",,"http://images.metmuseum.org/CRDImages/gr/original/DP271467.jpg"
251087,"21.88.63","Terracotta pyxis (box)",,"http://images.metmuseum.org/CRDImages/gr/original/DP1862.jpg"
251095,"21.88.71","Marble head of a man",,"http://images.metmuseum.org/CRDImages/gr/original/52427.jpg"
251210,"22.139.32","Terracotta oinochoe: chous (jug)","Berlin Painter","http://images.metmuseum.org/CRDImages/gr/original/95554.jpg"
251217,"22.139.39","Head of a Satyr",,"http://images.metmuseum.org/CRDImages/gr/original/dp2213939.jpg"
251220,"22.139.42","Garnet ring stone","Apollonios","http://images.metmuseum.org/CRDImages/gr/original/DP143805.jpg"
251347,"23.160.3","Marble head of a god, probably Dionysos",,"http://images.metmuseum.org/CRDImages/gr/original/DP292009.jpg"
251349,"23.160.5","Marble head of a woman wearing a diadem",,"http://images.metmuseum.org/CRDImages/gr/original/DP117024.jpg"
251404,"23.160.62","Terracotta aryballos (perfume bottle) in the shape of a woman's head","Oxford Class of Head Vases","http://images.metmuseum.org/CRDImages/gr/original/DP117210.jpg"
251418,"23.160.85","Fragment from a marble head of a man, preserving the nose and mouth",,"http://images.metmuseum.org/CRDImages/gr/original/DP202799.jpg"
251419,"23.160.86","Marble relief fragment with the head of Medea",,"http://images.metmuseum.org/CRDImages/gr/original/263089.jpg"
251423,"23.160.90","Antefix, head of satyr",,"http://images.metmuseum.org/CRDImages/gr/original/DP249302.jpg"
251472,"24.97.10","Tufa head of sphinx or siren",,"http://images.metmuseum.org/CRDImages/gr/original/DP258360.jpg"
251506,"24.97.80","Bone hairpin with bust of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP121062.jpg"
251511,"24.97.85","Terracotta head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP122065.jpg"
251517,"24.97.90","Marble head of a female satyr",,"http://images.metmuseum.org/CRDImages/gr/original/DP282105.jpg"
251818,"25.78.32","Small marble head of a youth",,"http://images.metmuseum.org/CRDImages/gr/original/62474.jpg"
251821,"25.78.35","Bronze portrait head of the emperor Gaius (Caligula)",,"http://images.metmuseum.org/CRDImages/gr/original/GR738.jpg"
251828,"25.78.44a–d","Bronze box mirror",,"http://images.metmuseum.org/CRDImages/gr/original/DP116953.jpg"
251838,"25.78.56","Fragments of a marble statue of the Diadoumenos (youth tying a fillet around his head)","Polykleitos","http://images.metmuseum.org/CRDImages/gr/original/DT11982.jpg"
251839,"25.78.57","Limestone head of a wreathed youth",,"http://images.metmuseum.org/CRDImages/gr/original/72283.jpg"
251931,"25.179","Marble head of a youth from a relief",,"http://images.metmuseum.org/CRDImages/gr/original/62500.jpg"
252377,"26.31.455","Terracotta head of a horse",,"http://images.metmuseum.org/CRDImages/gr/original/DP145547.jpg"
252468,"26.60.1","Marble head from a statue of Harmodios","Kritios  Nesiotes","http://images.metmuseum.org/CRDImages/gr/original/4 Fig. I.06R1_98Q.jpg"
252470,"26.60.3","Marble portrait bust of a man",,"http://images.metmuseum.org/CRDImages/gr/original/29A_R03R5.jpg"
252497,"26.60.30","Head of a marble kore",,"http://images.metmuseum.org/CRDImages/gr/original/73371.jpg"
252512,"26.60.47a","Marble sarcophagus fragment: head and torso of a Gaul",,"http://images.metmuseum.org/CRDImages/gr/original/78072.jpg"
252515,"26.60.49","Terracotta head and torso of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP117213.jpg"
252531,"26.60.67","Cameo glass fragment",,"http://images.metmuseum.org/CRDImages/gr/original/DP155138.jpg"
252537,"26.60.73","Terracotta antefix (roof tile)",,"http://images.metmuseum.org/CRDImages/gr/original/DP109262.jpg"
252572,"26.164.7","Terracotta head of a griffin",,"http://images.metmuseum.org/CRDImages/gr/original/DP229200.jpg"
252587,"26.164.24","Terracotta relief with head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP145785.jpg"
252637,"26.199.67","Terracotta relief bust of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP114817.jpg"
252929,"27.122.14","Terracotta antefix with the head of Medusa",,"http://images.metmuseum.org/CRDImages/gr/original/DP144820.jpg"
252932,"27.122.18","Marble head of Herakles",,"http://images.metmuseum.org/CRDImages/gr/original/DP119245.jpg"
252944,"27.122.29","Handle with a head of a satyr",,"http://images.metmuseum.org/CRDImages/gr/original/DP20682.jpg"
252977,"28.168.1","Head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/dp281681.jpg"
252978,"28.168.2","Terracotta grotesque head",,"http://images.metmuseum.org/CRDImages/gr/original/DP231968.jpg"
253497,"35.11.20","Terracotta head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP101536.jpg"
253616,"40.143","Carnelian ring stone",,"http://images.metmuseum.org/CRDImages/gr/original/DP143809.jpg"
253644,"41.160.410","Limestone head of a beardless male with a diadem",,"http://images.metmuseum.org/CRDImages/gr/original/DP206632.jpg"
253645,"41.160.411","Limestone head of a wreathed youth",,"http://images.metmuseum.org/CRDImages/gr/original/DP119970.jpg"
253646,"41.160.412","Limestone head with of a beardless male with a wreath of leaves",,"http://images.metmuseum.org/CRDImages/gr/original/DP200682.jpg"
253648,"41.160.414","Limestone head of a wreathed youth",,"http://images.metmuseum.org/CRDImages/gr/original/DP119971.jpg"
253649,"41.160.415","Limestone head of a female with a plain headdress",,"http://images.metmuseum.org/CRDImages/gr/original/DP203145.jpg"
253650,"41.160.416","Female limestone head",,"http://images.metmuseum.org/CRDImages/gr/original/DP206633.jpg"
253676,"41.160.446","Onyx cameo",,"http://images.metmuseum.org/CRDImages/gr/original/DP143813.jpg"
253711,"41.160.483","Moss agate ring stone",,"http://images.metmuseum.org/CRDImages/gr/original/DP143817.jpg"
254195,"41.162.28","Terracotta oinochoe (jug) in the form of a woman's head",,"http://images.metmuseum.org/CRDImages/gr/original/DP117223.jpg"
254207,"41.162.40","Terracotta oinochoe (jug) in the form of a woman's head","Canessa Class of Head Vases","http://images.metmuseum.org/CRDImages/gr/original/DP117225.jpg"
254436,"41.162.266","Terracotta relief head of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP114824.jpg"
254443,"41.163","Limestone head of a silen (?)",,"http://images.metmuseum.org/CRDImages/gr/original/DP202641.jpg"
254473,"42.11.30","Sardonyx cameo portrait of the Emperor Augustus",,"http://images.metmuseum.org/CRDImages/gr/original/DP155547.jpg"
254479,"42.11.36","Head of a youth from a marble stele (grave marker)",,"http://images.metmuseum.org/CRDImages/gr/original/DP116928.jpg"
254481,"42.11.43","Upper part of a marble statue of a woman",,"http://images.metmuseum.org/CRDImages/gr/original/DP116944.jpg"
254508,"44.11.2, .3","Marble funerary statues of a maiden and a little girl",,"http://images.metmuseum.org/CRDImages/gr/original/GR64.jpg"
254589,"47.100.3","Terracotta head of a woman, probably a sphinx",,"http://images.metmuseum.org/CRDImages/gr/original/DP119149.jpg"
254602,"48.12.2","Sard ring stone",,"http://images.metmuseum.org/CRDImages/gr/original/DP143831.jpg"
254613,"49.11.3","Bronze statuette of a boy in Eastern dress",,"http://images.metmuseum.org/CRDImages/gr/original/DT7206.jpg"
254617,"49.21.1","Amethyst intaglio",,"http://images.metmuseum.org/CRDImages/gr/original/DP145742.jpg"
254698,"52.11.6","Bronze portrait bust of a Roman matron",,"http://images.metmuseum.org/CRDImages/gr/original/29B_R41R4.jpg"
254757,"53.5.32","Terracotta bust of a female figure",,"http://images.metmuseum.org/CRDImages/gr/original/DP114727.jpg"
254819,"55.11.5","Marble sarcophagus with the Triumph of Dionysos and the Seasons",,"http://images.metmuseum.org/CRDImages/gr/original/DP138717.jpg"
254839,"55.129.2","Bronze bust of a Silenus",,"http://images.metmuseum.org/CRDImages/gr/original/DP20782.jpg"
254855,"56.145","Marble sarcophagus with flying erotes holding a clipeus portrait",,"http://images.metmuseum.org/CRDImages/gr/original/DP240110.jpg"
254874,"56.171.16","Terracotta neck-amphora (jar)","London  76","http://images.metmuseum.org/CRDImages/gr/original/DP115331.jpg"
254907,"56.171.49","Terracotta bell-krater (bowl for mixing wine and water)","Kekrops Painter","http://images.metmuseum.org/CRDImages/gr/original/GR1008.jpg"
255367,"1972.118.54","Bronze head of a griffin",,"http://images.metmuseum.org/CRDImages/gr/original/DT7204.jpg"
255420,"1972.118.108","Marble head of a bearded man from a herm",,"http://images.metmuseum.org/CRDImages/gr/original/DP261228.jpg"
255435,"1972.118.124","Terracotta head of a young man",,"http://images.metmuseum.org/CRDImages/gr/original/DP114338.jpg"
255453,"1972.118.142","Faience aryballos (perfume vase) in the form of two heads",,"http://images.metmuseum.org/CRDImages/gr/original/DT1059.jpg"
255478,"1972.118.167","Carnelian oval",,"http://images.metmuseum.org/CRDImages/gr/original/DP142609.jpg"
256121,"1992.11.61","Marble herm head of a bearded deity",,"http://images.metmuseum.org/CRDImages/gr/original/DP282121.jpg"
256530,"1996.401","Marble portrait head of Antinoos",,"http://images.metmuseum.org/CRDImages/gr/original/GR33.jpg"
256738,"X.21.197","Glass perfume bottle",,"http://images.metmuseum.org/CRDImages/gr/original/DP108409.jpg"
256823,"X.378","Bronze steelyard weight",,"http://images.metmuseum.org/CRDImages/gr/original/DP2088.jpg"
256911,"1998.209","Marble bust of a bearded man",,"http://images.metmuseum.org/CRDImages/gr/original/DT296.jpg"
257433,"2000.38","Marble head of an elderly woman",,"http://images.metmuseum.org/CRDImages/gr/original/9 Cat. no. I.04R1_98Q.jpg"
257518,"2000.308","Faience appliqué with a bust of Dionysos",,"http://images.metmuseum.org/CRDImages/gr/original/GR743.jpg"
257603,"2002.66","Marble head of a Ptolemaic queen",,"http://images.metmuseum.org/CRDImages/gr/original/DT5382.jpg"
257874,"2012.479.1","Glass head flask",,"http://images.metmuseum.org/CRDImages/gr/original/DP286313.jpg"
258094,"2008.332","Alabaster alabastron (perfume vase)",,"http://images.metmuseum.org/CRDImages/gr/original/DP202091.jpg"
258540,"2011.87","Marble portrait bust of Severus Alexander",,"http://images.metmuseum.org/CRDImages/gr/original/DP267647.jpg"
259909,"1971.613.1","Ruth Shore","Stephen Shore","http://images.metmuseum.org/CRDImages/ph/original/DP137486.jpg"
259978,"1971.646.20","[Subway Passengers, New York City]","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/1971.646.20.jpg"
259979,"1971.646.21","Subway Portrait","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP102768.jpg"
260140,"1972.633.132","Stieglitz, Steichen, Smith and Kuehn Admiring the Work of Frank Eugene","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/DP72109.jpg"
260186,"1972.633.174","Self-Portrait with Dolls","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/DP71998.jpg"
260189,"1972.633.177","Self-portrait","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/DP72001.jpg"
260279,"1972.633.68","Miss Nan N. - Indian Festival","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/DP72028.jpg"
260286,"1972.633.74","Emmy Geiger","Frank Eugene","http://images.metmuseum.org/CRDImages/ph/original/DP72034.jpg"
260666,"1972.742.40","Subway Portrait","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP102795.jpg"
260667,"1972.742.41","Subway Portrait","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP102796.jpg"
260716,"1972.747.6","Air Raid, Hankow","Robert Capa","http://images.metmuseum.org/CRDImages/ph/original/DP119796.jpg"
260981,"1973.613.3","Josephine (Portrait of Miss B.)","Gertrude Käsebier","http://images.metmuseum.org/CRDImages/ph/original/DP114625.jpg"
261460,"1975.548.262","[La Comtesse in Flowered Hat Seated at Table]","Pierre-Louis Pierson","http://images.metmuseum.org/CRDImages/ph/original/DP235113.jpg"
261571,"1975.570","Wiener Typen","Emil Mayer","http://images.metmuseum.org/CRDImages/ph/original/PH9286.jpg"
262136,"1977.674.7","Portrait d'un graveur","Unknown, French","http://images.metmuseum.org/CRDImages/ph/original/DP149521.jpg"
262167,"1977.677.36","Morelia 3","Aaron Siskind","http://images.metmuseum.org/CRDImages/ph/original/DP137184.jpg"
262505,"1979.521.6","Junger Soldat, Westerwald",["August Sander","Günther Sander"],"http://images.metmuseum.org/CRDImages/ph/original/DP228647.jpg"
262674,"1979.667.3","Study for Self-Portrait Etching; Plate Reversal = Print","Chuck Close","http://images.metmuseum.org/CRDImages/ph/original/MM85291.jpg"
262690,"1979.677.7","Égypte Moyenne. Le Sphynx vu de face",["Maxime Du Camp","Imprimerie Blanquart-Évrard"],"http://images.metmuseum.org/CRDImages/ph/original/MM60129.jpg"
262922,"1981.1065.3","Heather Brown, Mimi Brown, Bebe Brown Nixon, Laurie Brown Tranchin, East Greenwich, Rhode Island","Nicholas Nixon","http://images.metmuseum.org/CRDImages/ph/original/DP281491.jpg"
263068,"1981.1163","[Lucia Moholy; Negative Print]","László Moholy-Nagy","http://images.metmuseum.org/CRDImages/ph/original/DP210191.jpg"
263070,"1981.1165","[Family Portrait]",["W. Penny","William L. German"],"http://images.metmuseum.org/CRDImages/ph/original/DT8784.jpg"
263168,"1981.1229.2","Nubie. Ibsamboul. Colosse médial (enfoui) du Spéos de Phrè",["Maxime Du Camp","Imprimerie Blanquart-Évrard"],"http://images.metmuseum.org/CRDImages/ph/original/PH9602.jpg"
263461,"1982.1168.1","[Mezzotint Portrait of a Girl in Profile]","Jeremiah Gurney","http://images.metmuseum.org/CRDImages/ph/original/DP116720.jpg"
264392,"1985.1142.7","[Portrait of Dr. Charles Henry Breed]",["Unknown, American","Charles Henry Breed"],"http://images.metmuseum.org/CRDImages/ph/original/DP252157.jpg"
264572,"1985.1168.6","[Formal Family Portrait of Thirteen People, Men in European Dress]","Unknown","http://images.metmuseum.org/CRDImages/ph/original/DP71255.jpg"
264658,"1986.1042.22","Marble Head and Leaf, San Francisco, California","Ansel Easton Adams","http://images.metmuseum.org/CRDImages/ph/original/DP71961.jpg"
265117,"1987.1084.2","Dora Duby","James Abbe","http://images.metmuseum.org/CRDImages/ph/original/DP271443.jpg"
265118,"1987.1084.3","Dora Duby","James Abbe","http://images.metmuseum.org/CRDImages/ph/original/DP271444.jpg"
265199,"1987.1100.16","Josephine Baker","Adolf de Meyer","http://images.metmuseum.org/CRDImages/ph/original/DP111896.jpg"
265203,"1987.1100.163","Calle Cuauhtemoctzin, Mexico City","Henri Cartier-Bresson","http://images.metmuseum.org/CRDImages/ph/original/DP112745.jpg"
265221,"1987.1100.18","Pablo Picasso","Man Ray","http://images.metmuseum.org/CRDImages/ph/original/DP112728.jpg"
265232,"1987.1100.19","Self-Portrait","Berenice Abbott","http://images.metmuseum.org/CRDImages/ph/original/DP112729.jpg"
265238,"1987.1100.195","[Portrait of My Friend Funke]","Josef Sudek","http://images.metmuseum.org/CRDImages/ph/original/DP103099.jpg"
265261,"1987.1100.215","Loretta Young, Polly Ann Young and Sally Blane","Nickolas Muray","http://images.metmuseum.org/CRDImages/ph/original/DP222549.jpg"
265295,"1987.1100.246","[Arrangement of 12 Female Mannequin Heads, Each with Distinct Physiognomy and Period Hair Style]","Peter Weller","http://images.metmuseum.org/CRDImages/ph/original/DP106354.jpg"
265386,"1987.1100.329","[Portrait Composition: Close-up, three-quarter view of woman with hands at her face]","Florence Henri","http://images.metmuseum.org/CRDImages/ph/original/DP102526.jpg"
265513,"1987.1100.442","[Charlie Chaplin and Vaslav Nijinsky on the Set of Easy Street, December 1916]","Unknown","http://images.metmuseum.org/CRDImages/ph/original/DP135029.jpg"
265596,"1987.1100.69","László Moholy-Nagy","Lucia Moholy","http://images.metmuseum.org/CRDImages/ph/original/DT1784.jpg"
265597,"1987.1100.7","On the Boulevards, Paris","André Kertész","http://images.metmuseum.org/CRDImages/ph/original/DP106544.jpg"
265611,"1987.1100.82","High School Student","August Sander","http://images.metmuseum.org/CRDImages/ph/original/DP228688.jpg"
265614,"1987.1100.85","Femme aux Cartes","Florence Henri","http://images.metmuseum.org/CRDImages/ph/original/DP111906.jpg"
265771,"1987.1183.38.84","[Portrait of Seated Man]","Unknown, British","http://images.metmuseum.org/CRDImages/ph/original/DP70958.jpg"
265794,"1987.1183.58","""Peter""","Alfred Capel Cure","http://images.metmuseum.org/CRDImages/ph/original/DP113908.jpg"
265799,"1987.1183.62","[Vignetted portrait, woman holding a baby]","Alfred Capel Cure","http://images.metmuseum.org/CRDImages/ph/original/DP113912.jpg"
265888,"1988.1000.8","Clementine, Cambridge","Nicholas Nixon","http://images.metmuseum.org/CRDImages/ph/original/DP268265.jpg"
26592,"2003.7","Portrait of Pierre-François Percy (1754-1825)",,"http://images.metmuseum.org/CRDImages/aa/original/271539.jpg"
266195,"1990.1002.6","[Kneeling woman in panty hose with large eyed face superimposed]","Robert Heinecken","http://images.metmuseum.org/CRDImages/ph/original/DP158350.jpg"
266295,"1990.1139.1","[Two Young Women before Pastry Shop at Night, Mulberry Street, Feast of San Gennaro, New York]","Sid Grossman","http://images.metmuseum.org/CRDImages/ph/original/Grossman1990.1139.1.jpg"
266299,"1990.1143","Coal Dock Workers, Havana","Walker Evans","http://images.metmuseum.org/CRDImages/ph/original/DP216715.jpg"
266537,"1991.1232","Arbeitslos","August Sander","http://images.metmuseum.org/CRDImages/ph/original/DP228689.jpg"
266562,"1991.1283","Worshipper and Smallpox Goddess","Raghubir Singh","http://images.metmuseum.org/CRDImages/ph/original/DT1141.jpg"
266746,"1992.5107","El Morocco","Garry Winogrand","http://images.metmuseum.org/CRDImages/ph/original/ph1992.5107.R.jpg"
